Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,Attrition
Production Technician I,PL,Active,Contract,Zone A,Part-Time,Production       ,Billable Consultants,MA,Female,Asian,Married,Fully Meets,1,5,4,3,Communication Skills,External,Incomplete,3,573.31,65,0
Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,Catv,MA,Female,Hispanic,Single,Fully Meets,5,1,5,5,Communication Skills,External,Completed,4,860.91,61,0
Production Technician I,CCDR,Active,Full-Time,Zone B,Full-Time,Production       ,Fielders,MA,Female,Asian,Single,Fully Meets,1,5,4,1,Technical Skills,External,Failed,4,686.77,76,0
Production Technician I,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,MA,Female,Other,Widowed,Exceeds,1,5,3,5,Leadership Development,External,Passed,5,638.26,18,0
Production Technician I,EW,Terminated,Full-Time,Zone A,Full-Time,Production       ,Project Management - Con,MA,Female,Asian,Single,Fully Meets,1,3,4,2,Leadership Development,External,Incomplete,2,423.71,19,1
Production Technician II,MSC,Terminated,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Female,White,Married,PIP,1,5,2,1,Communication Skills,Internal,Incomplete,3,708.78,30,1
Production Technician II,TNS,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Male,Black,Divorced,Fully Meets,2,5,2,1,Leadership Development,Internal,Passed,2,376.96,79,0
Production Technician II,PYZ,Terminated,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,Hispanic,Divorced,Fully Meets,4,2,1,1,Project Management,External,Completed,1,829.59,22,1
Production Technician II,WBL,Active,Contract,Zone C,Temporary,Production       ,General - Con,MA,Female,Other,Single,Fully Meets,4,5,4,1,Leadership Development,Internal,Incomplete,4,900.21,60,0
Production Technician II,NEL,Active,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Female,White,Married,PIP,2,3,3,4,Technical Skills,Internal,Passed,2,825.61,52,0
Production Technician II,PL,Terminated,Full-Time,Zone A,Temporary,Production       ,Engineers,MA,Male,Other,Single,PIP,3,1,1,4,Customer Service,External,Completed,1,205.22,69,1
Production Technician I,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Hispanic,Single,PIP,5,3,1,4,Technical Skills,Internal,Failed,3,441.79,50,0
Production Technician I,NEL,Terminated,Contract,Zone C,Temporary,Production       ,Field Operations,MA,Female,Other,Divorced,PIP,2,5,4,5,Communication Skills,External,Passed,3,491.87,21,1
Production Technician I,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,MA,Female,Black,Divorced,Fully Meets,2,5,2,3,Technical Skills,Internal,Failed,4,927.48,54,0
Production Technician I,PYZ,Active,Contract,Zone C,Full-Time,Production       ,Wireline Construction,MA,Female,Black,Single,PIP,3,4,2,2,Leadership Development,Internal,Completed,3,831.15,60,0
Production Technician I,SVG,Active,Part-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Male,Hispanic,Divorced,Fully Meets,4,5,2,4,Leadership Development,Internal,Incomplete,3,976.9,44,0
Production Technician I,TNS,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Female,Asian,Married,PIP,1,4,3,4,Leadership Development,Internal,Passed,5,574.76,59,0
Production Technician I,WBL,Active,Contract,Zone C,Part-Time,Production       ,General - Con,MA,Male,White,Divorced,PIP,2,4,5,5,Leadership Development,External,Passed,3,911.6,22,0
Production Technician I,BPC,Active,Part-Time,Zone A,Part-Time,Production       ,Technology / It,MA,Male,Black,Married,Fully Meets,2,1,2,2,Project Management,External,Incomplete,3,476.39,77,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Part-Time,Production       ,Aerial,MA,Female,Black,Single,Fully Meets,3,5,4,1,Technical Skills,Internal,Incomplete,1,752.12,22,0
Production Technician I,EW,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Female,Black,Divorced,PIP,3,1,1,5,Project Management,External,Completed,3,240.94,75,0
Production Technician I,MSC,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Female,Asian,Divorced,Fully Meets,1,2,5,5,Leadership Development,Internal,Passed,5,143.28,26,0
Production Technician I,NEL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Female,White,Divorced,Fully Meets,2,5,4,1,Customer Service,External,Failed,1,556.09,39,0
Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Production       ,Engineers,MA,Female,Other,Divorced,Fully Meets,2,3,3,1,Customer Service,Internal,Passed,5,518.62,44,0
Production Technician I,PYZ,Active,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Female,Hispanic,Divorced,PIP,1,5,5,2,Customer Service,Internal,Failed,4,694.79,42,0
Production Technician I,SVG,Active,Contract,Zone A,Temporary,Production       ,General - Con,MA,Female,Asian,Married,Fully Meets,2,1,3,1,Communication Skills,Internal,Completed,2,445.34,44,0
Production Technician I,BPC,Active,Full-Time,Zone B,Full-Time,Production       ,Engineers,MA,Female,Hispanic,Married,Fully Meets,2,1,4,4,Technical Skills,Internal,Incomplete,5,609.18,40,0
Production Technician II,PL,Active,Part-Time,Zone B,Temporary,Production       ,Billable Consultants,MA,Male,Asian,Married,Fully Meets,4,5,1,3,Communication Skills,Internal,Completed,1,473.02,46,0
Production Technician I,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,MA,Female,Asian,Widowed,Fully Meets,4,1,4,5,Leadership Development,Internal,Failed,2,758.46,38,0
Production Technician I,WBL,Terminated,Contract,Zone A,Full-Time,Production       ,Engineers,MA,Female,Other,Single,Fully Meets,4,2,5,1,Customer Service,Internal,Passed,3,194.06,21,1
Production Technician I,PYZ,Terminated,Contract,Zone C,Part-Time,Production       ,General - Sga,MA,Female,White,Single,Fully Meets,4,4,4,2,Project Management,External,Passed,2,317.06,60,1
Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production       ,General - Sga,MA,Male,White,Single,Fully Meets,4,4,1,1,Communication Skills,Internal,Passed,1,291.9,64,0
Production Technician I,BPC,Active,Part-Time,Zone A,Part-Time,Production       ,Wireline Construction,MA,Male,Hispanic,Divorced,Fully Meets,2,2,4,4,Leadership Development,Internal,Passed,2,143.32,58,0
Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Female,White,Widowed,Fully Meets,5,4,4,5,Technical Skills,External,Passed,3,724.51,41,0
Production Technician I,CCDR,Terminated,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Male,Hispanic,Divorced,Fully Meets,2,5,1,3,Leadership Development,Internal,Passed,2,955.32,47,1
Production Technician II,PL,Active,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Male,Hispanic,Widowed,Fully Meets,5,3,3,1,Project Management,Internal,Incomplete,5,259.71,38,0
Production Technician I,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,Aerial,MA,Female,Hispanic,Divorced,Fully Meets,5,3,5,1,Project Management,External,Failed,2,128.89,27,0
Production Technician II,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,General - Sga,MA,Female,Other,Married,Fully Meets,2,1,5,3,Customer Service,External,Incomplete,4,513.76,68,0
Production Technician II,PYZ,Terminated,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Male,Asian,Married,Fully Meets,5,2,5,4,Customer Service,External,Failed,2,944.89,48,1
Production Technician I,WBL,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Male,Hispanic,Widowed,Fully Meets,2,2,5,1,Communication Skills,External,Passed,2,494.29,66,0
Production Technician I,PYZ,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Female,Asian,Widowed,Fully Meets,2,3,1,2,Project Management,Internal,Incomplete,4,521.05,47,0
Production Technician II,SVG,Active,Contract,Zone A,Part-Time,Production       ,General - Sga,MA,Male,White,Divorced,Fully Meets,3,4,3,5,Communication Skills,External,Failed,3,183.77,47,0
Production Technician I,MSC,Active,Part-Time,Zone A,Temporary,Production       ,Fielders,MA,Female,Other,Divorced,Fully Meets,5,1,4,3,Leadership Development,External,Passed,5,143.08,49,0
Production Technician II,BPC,Terminated,Contract,Zone B,Full-Time,Production       ,General - Con,MA,Female,White,Single,Fully Meets,3,1,2,1,Customer Service,External,Passed,3,723.2,51,1
Production Technician I,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,MA,Male,Other,Widowed,Fully Meets,5,2,2,5,Leadership Development,External,Incomplete,2,526.6,47,0
Production Technician II,PL,Active,Full-Time,Zone B,Full-Time,Production       ,Executive,MA,Female,Black,Widowed,Fully Meets,3,3,3,4,Communication Skills,External,Passed,2,771.06,19,0
Production Technician I,SVG,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Other,Divorced,Fully Meets,1,5,4,3,Technical Skills,Internal,Failed,4,839.86,43,0
Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Male,Other,Single,Fully Meets,4,1,3,5,Communication Skills,Internal,Failed,4,628.77,78,0
Production Technician I,BPC,Active,Contract,Zone A,Part-Time,Production       ,Shop (Fleet),MA,Female,Hispanic,Married,Fully Meets,2,2,5,1,Communication Skills,Internal,Completed,3,433.67,31,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Splicing,MA,Female,Asian,Single,Fully Meets,5,4,4,2,Communication Skills,Internal,Incomplete,4,158.97,70,0
Production Technician I,SVG,Active,Part-Time,Zone A,Part-Time,Production       ,People Services,MA,Female,White,Single,Fully Meets,5,2,4,5,Project Management,External,Completed,2,107.77,53,0
Production Technician I,EW,Active,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Female,White,Divorced,Fully Meets,3,3,1,1,Communication Skills,Internal,Completed,1,374.1,44,0
Production Technician I,MSC,Active,Contract,Zone B,Full-Time,Production       ,General - Eng,MA,Female,Black,Married,Fully Meets,4,1,2,3,Leadership Development,External,Incomplete,2,471.42,31,0
Production Technician I,PYZ,Terminated,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Male,Hispanic,Single,Fully Meets,2,3,5,3,Customer Service,External,Passed,3,272.77,73,1
Production Technician I,WBL,Active,Contract,Zone C,Temporary,Production       ,Engineers,MA,Male,Other,Widowed,Fully Meets,1,4,3,4,Technical Skills,Internal,Incomplete,3,757.48,77,0
Production Technician I,PL,Active,Full-Time,Zone C,Part-Time,Production       ,Shop (Fleet),MA,Female,White,Divorced,Exceeds,2,5,3,3,Customer Service,External,Failed,3,668.59,24,0
Production Technician I,SVG,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Male,Black,Widowed,Fully Meets,3,1,3,4,Leadership Development,Internal,Completed,3,185.58,62,0
Production Technician I,EW,Active,Contract,Zone C,Temporary,Production       ,Engineers,MA,Male,Hispanic,Married,Fully Meets,2,3,4,1,Project Management,Internal,Failed,3,667.23,58,0
Production Technician II,NEL,Active,Contract,Zone C,Full-Time,Production       ,People Services,MA,Female,Asian,Married,Fully Meets,5,2,4,1,Communication Skills,Internal,Completed,5,209.99,43,0
Production Technician II,PL,Active,Contract,Zone B,Temporary,Production       ,General - Eng,MA,Male,White,Married,Fully Meets,4,5,1,2,Leadership Development,Internal,Failed,5,114.81,35,0
Production Technician II,PYZ,Terminated,Contract,Zone A,Part-Time,Production       ,Wireline Construction,MA,Male,Other,Divorced,Fully Meets,4,5,3,5,Project Management,External,Incomplete,2,964.12,18,1
Production Technician II,SVG,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Male,Black,Single,Fully Meets,3,5,2,5,Leadership Development,External,Passed,1,818.77,27,0
Production Technician II,TNS,Terminated,Full-Time,Zone C,Temporary,Production       ,Shop (Fleet),MA,Female,Asian,Married,Fully Meets,2,2,5,4,Project Management,External,Passed,3,801.31,38,1
Production Technician II,WBL,Active,Part-Time,Zone B,Full-Time,Production       ,General - Sga,MA,Female,White,Divorced,Fully Meets,1,1,5,3,Communication Skills,Internal,Completed,5,674.84,75,0
Production Technician I,NEL,Terminated,Contract,Zone C,Full-Time,Production       ,Aerial,MA,Male,Hispanic,Single,Fully Meets,3,3,3,1,Communication Skills,Internal,Incomplete,2,364.55,66,1
Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Splicing,MA,Male,Hispanic,Married,Fully Meets,2,2,3,1,Technical Skills,Internal,Completed,1,174.03,65,0
Production Technician I,BPC,Active,Part-Time,Zone C,Temporary,Production       ,Shop (Fleet),MA,Female,Black,Divorced,Fully Meets,2,2,1,1,Communication Skills,Internal,Failed,4,816.37,73,0
Production Technician I,CCDR,Terminated,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Female,Black,Married,Fully Meets,1,3,5,2,Project Management,External,Incomplete,1,163.79,71,1
Production Technician I,SVG,Terminated,Part-Time,Zone C,Part-Time,Production       ,Safety,MA,Female,White,Married,Fully Meets,4,1,1,4,Technical Skills,Internal,Failed,1,325.19,31,1
Production Technician I,EW,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Female,Black,Single,Fully Meets,3,2,5,4,Communication Skills,Internal,Completed,1,834.12,80,0
Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Female,Hispanic,Single,Fully Meets,5,4,3,3,Customer Service,External,Completed,2,222.11,51,0
Production Technician I,TNS,Active,Contract,Zone C,Part-Time,Production       ,Underground,MA,Male,Black,Single,Fully Meets,3,3,2,5,Communication Skills,Internal,Failed,4,875.83,70,0
Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Male,Asian,Married,Fully Meets,2,1,1,3,Communication Skills,External,Completed,1,232.39,24,0
Production Technician I,WBL,Terminated,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Male,White,Divorced,Fully Meets,5,5,1,2,Leadership Development,Internal,Completed,4,719.24,63,1
Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Production       ,Shop (Fleet),MA,Female,Black,Divorced,PIP,4,1,3,1,Communication Skills,Internal,Incomplete,5,102.7,30,0
Production Technician I,CCDR,Active,Contract,Zone C,Part-Time,Production       ,Yard (Material Handling),MA,Male,Other,Widowed,Fully Meets,3,1,4,1,Leadership Development,External,Incomplete,3,975.75,62,0
Production Technician I,SVG,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,MA,Male,Black,Divorced,Fully Meets,5,4,1,4,Customer Service,External,Failed,4,202.81,65,0
Production Technician II,PL,Active,Full-Time,Zone A,Full-Time,Production       ,Wireline Construction,MA,Female,Other,Single,Fully Meets,3,1,3,5,Project Management,External,Completed,3,309.86,34,0
Production Technician II,BPC,Active,Part-Time,Zone B,Temporary,Production       ,Aerial,MA,Male,White,Single,Fully Meets,2,4,4,3,Leadership Development,Internal,Completed,2,909.73,52,0
Production Technician II,CCDR,Terminated,Full-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Male,Hispanic,Single,Fully Meets,2,5,2,1,Project Management,Internal,Failed,5,577.84,76,1
Production Technician II,SVG,Active,Contract,Zone B,Temporary,Production       ,General - Con,MA,Male,Hispanic,Single,Fully Meets,3,5,2,1,Customer Service,External,Failed,2,681.18,29,0
Production Technician II,MSC,Active,Full-Time,Zone A,Full-Time,Production       ,Catv,MA,Female,Black,Divorced,PIP,4,4,3,3,Communication Skills,Internal,Passed,4,959.73,38,0
Production Technician I,NEL,Terminated,Full-Time,Zone A,Part-Time,Production       ,Engineers,MA,Male,Asian,Single,PIP,2,1,3,2,Project Management,Internal,Passed,5,320.26,32,1
Production Technician I,PL,Terminated,Part-Time,Zone C,Part-Time,Production       ,General - Eng,MA,Male,Asian,Married,Fully Meets,5,1,4,3,Leadership Development,Internal,Failed,4,506.18,71,1
Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Production       ,Aerial,MA,Female,Asian,Single,Fully Meets,1,4,3,2,Customer Service,External,Failed,1,721.96,25,0
Production Technician I,CCDR,Active,Contract,Zone A,Full-Time,Production       ,Wireline Construction,MA,Female,Black,Married,Fully Meets,2,1,2,3,Project Management,External,Incomplete,5,157.85,24,0
Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Production       ,Splicing,MA,Female,Other,Single,Fully Meets,5,1,5,2,Communication Skills,External,Incomplete,1,980.78,56,0
Production Technician I,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Female,Asian,Single,Fully Meets,2,1,5,4,Project Management,Internal,Failed,5,988.08,61,0
Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Male,Asian,Married,Fully Meets,1,1,5,2,Customer Service,Internal,Passed,1,322.45,21,0
Production Technician I,TNS,Active,Full-Time,Zone B,Full-Time,Production       ,Splicing,MA,Male,Asian,Single,Fully Meets,2,5,5,4,Leadership Development,External,Passed,1,147.59,61,0
